slide_id,proposal_id,source_type,center_patch_index,center_coord_x,center_coord_y,proposal_coord_x,proposal_coord_y,proposal_center_x,proposal_center_y,proposal_bbox_x0,proposal_bbox_y0,proposal_bbox_x1,proposal_bbox_y1,proposal_score,center_patch_score,neighbor_count,proposal_class,proposal_class_name,proposal_prompt_index,proposal_concept,proposal_prompt
2460641-B2,42,global_rank_14,134,36432.0,54354.0,36432.0,54354.0,36560.0,54482.0,36432.0,54354.0,36688.0,54610.0,0.4119439721107483,0.4119439721107483,1,1,NonAdenocarcinoma,4,sarcomatoid spindle cell morphology,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.
2460641-B2,43,global_rank_44|concept_rank_5_local_1,135,36432.0,58450.0,36432.0,58450.0,36560.0,58578.0,36432.0,58450.0,36688.0,58706.0,0.39726024866104126,0.39726024866104126,1,0,Adenocarcinoma,4,solid growth pattern,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.
2460641-B2,44,global_rank_30,136,36432.0,62546.0,36432.0,62546.0,36560.0,62674.0,36432.0,62546.0,36688.0,62802.0,0.40145426988601685,0.40145426988601685,1,1,NonAdenocarcinoma,4,sarcomatoid spindle cell morphology,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.
2460641-B2,45,global_rank_15|concept_rank_3_local_2,137,36432.0,66642.0,36432.0,66642.0,36560.0,66770.0,36432.0,66642.0,36688.0,66898.0,0.411431223154068,0.411431223154068,1,1,NonAdenocarcinoma,4,sarcomatoid spindle cell morphology,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.
2460641-B2,46,global_rank_2|concept_rank_2_local_3|concept_rank_6_local_1|concept_rank_7_local_1,139,36432.0,74834.0,36432.0,74834.0,36560.0,74962.0,36432.0,74834.0,36688.0,75090.0,0.4412267208099365,0.4412267208099365,1,1,NonAdenocarcinoma,3,inflammatory or granulomatous lesion,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.
2460641-B2,47,global_rank_59,144,40528.0,46162.0,40528.0,46162.0,40656.0,46290.0,40528.0,46162.0,40784.0,46418.0,0.3927356004714966,0.3927356004714966,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,48,global_rank_52,145,40528.0,50258.0,40528.0,50258.0,40656.0,50386.0,40528.0,50258.0,40784.0,50514.0,0.3943154215812683,0.3943154215812683,1,1,NonAdenocarcinoma,4,sarcomatoid spindle cell morphology,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.
2460641-B2,49,global_rank_33|concept_rank_3_local_3,146,40528.0,58450.0,40528.0,58450.0,40656.0,58578.0,40528.0,58450.0,40784.0,58706.0,0.4009435772895813,0.4009435772895813,1,1,NonAdenocarcinoma,4,sarcomatoid spindle cell morphology,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.
2460641-B2,50,global_rank_3|concept_rank_1_local_2|concept_rank_4_local_2|concept_rank_8_local_3,147,40528.0,66642.0,40528.0,66642.0,40656.0,66770.0,40528.0,66642.0,40784.0,66898.0,0.4308794140815735,0.4308794140815735,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,51,global_rank_51|concept_rank_7_local_3,149,40528.0,74834.0,40528.0,74834.0,40656.0,74962.0,40528.0,74834.0,40784.0,75090.0,0.3947629928588867,0.3947629928588867,1,1,NonAdenocarcinoma,3,inflammatory or granulomatous lesion,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.
2460641-B2,52,global_rank_24,153,44624.0,33874.0,44624.0,33874.0,44752.0,34002.0,44624.0,33874.0,44880.0,34130.0,0.4062373638153076,0.4062373638153076,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,53,global_rank_64,154,44624.0,37970.0,44624.0,37970.0,44752.0,38098.0,44624.0,37970.0,44880.0,38226.0,0.39232000708580017,0.39232000708580017,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,54,global_rank_1|concept_rank_1_local_1|concept_rank_4_local_1|concept_rank_5_local_2|concept_rank_8_local_1,159,44624.0,62546.0,44624.0,62546.0,44752.0,62674.0,44624.0,62546.0,44880.0,62802.0,0.44298264384269714,0.44298264384269714,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,55,global_rank_31,160,44624.0,66642.0,44624.0,66642.0,44752.0,66770.0,44624.0,66642.0,44880.0,66898.0,0.40119603276252747,0.40119603276252747,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,56,global_rank_34,162,44624.0,74834.0,44624.0,74834.0,44752.0,74962.0,44624.0,74834.0,44880.0,75090.0,0.40068548917770386,0.40068548917770386,1,1,NonAdenocarcinoma,4,sarcomatoid spindle cell morphology,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.
2460641-B2,57,global_rank_13,169,48720.0,54354.0,48720.0,54354.0,48848.0,54482.0,48720.0,54354.0,48976.0,54610.0,0.4124857485294342,0.4124857485294342,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,58,global_rank_32,171,48720.0,66642.0,48720.0,66642.0,48848.0,66770.0,48720.0,66642.0,48976.0,66898.0,0.4009462594985962,0.4009462594985962,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,59,global_rank_37,172,48720.0,70738.0,48720.0,70738.0,48848.0,70866.0,48720.0,70738.0,48976.0,70994.0,0.3992183208465576,0.3992183208465576,1,1,NonAdenocarcinoma,1,neuroendocrine tumor architecture,A low magnification histopathology image showing neuroendocrine tumor architecture.
2460641-B2,60,global_rank_8|concept_rank_6_local_2|concept_rank_7_local_2,173,48720.0,74834.0,48720.0,74834.0,48848.0,74962.0,48720.0,74834.0,48976.0,75090.0,0.4197618067264557,0.4197618067264557,1,1,NonAdenocarcinoma,5,metastatic tumor in lung,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.
2460641-B2,61,global_rank_6,193,7760.0,29778.0,7760.0,29778.0,7888.0,29906.0,7760.0,29778.0,8016.0,30034.0,0.4225473403930664,0.4225473403930664,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,62,global_rank_43,197,79558.0,21378.0,79558.0,21378.0,79686.0,21506.0,79558.0,21378.0,79814.0,21634.0,0.3973155617713928,0.3973155617713928,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,63,global_rank_58,213,87750.0,41858.0,87750.0,41858.0,87878.0,41986.0,87750.0,41858.0,88006.0,42114.0,0.39279788732528687,0.39279788732528687,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,64,global_rank_20,219,91846.0,21378.0,91846.0,21378.0,91974.0,21506.0,91846.0,21378.0,92102.0,21634.0,0.4089145064353943,0.4089145064353943,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,65,global_rank_16,231,95942.0,21378.0,95942.0,21378.0,96070.0,21506.0,95942.0,21378.0,96198.0,21634.0,0.41068506240844727,0.41068506240844727,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,66,global_rank_53,233,95942.0,29570.0,95942.0,29570.0,96070.0,29698.0,95942.0,29570.0,96198.0,29826.0,0.39347559213638306,0.39347559213638306,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460641-B2,67,global_rank_40,238,95942.0,50050.0,95942.0,50050.0,96070.0,50178.0,95942.0,50050.0,96198.0,50306.0,0.39779865741729736,0.39779865741729736,1,1,NonAdenocarcinoma,6,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
