slide_id,fold_ids,num_folds,status,low_h5_path,high_h5_path,n_low,n_high,low_x_min,low_x_max,low_y_min,low_y_max,low_range_x,low_range_y,high_x_min,high_x_max,high_y_min,high_y_max,high_range_x,high_range_y,range_ratio_x,range_ratio_y
25015190B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015190B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015190B2.h5,241,3479,7648.0,121237.0,20674.0,78370.0,113589.0,57696.0,7648.0,128024.0,10129.0,81442.0,120376.0,71313.0,1.0597505040100714,1.236012895174709
25015191B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015191B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015191B2.h5,201,2780,7776.0,126609.0,6624.0,71186.0,118833.0,64562.0,7776.0,126609.0,6624.0,72210.0,118833.0,65586.0,1.0,1.0158607230259287
25015191B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015191B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015191B3.h5,149,2172,7824.0,125730.0,6641.0,53369.0,117906.0,46728.0,7824.0,128802.0,6641.0,57465.0,120978.0,50824.0,1.0260546537071904,1.0876562232494436
25015204B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015204B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015204B2.h5,272,4122,7712.0,148761.0,6800.0,78993.0,141049.0,72193.0,7712.0,149033.0,6800.0,83089.0,141321.0,76289.0,1.001928407858262,1.0567368027371076
25015215B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015215B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015215B2.h5,145,1991,7696.0,118963.0,6912.0,69088.0,111267.0,62176.0,7696.0,122035.0,6912.0,72160.0,114339.0,65248.0,1.0276092642023242,1.049408131755018
25015234B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015234B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015234B2.h5,214,2869,9680.0,135095.0,9665.0,78552.0,125415.0,68887.0,7664.0,136119.0,9665.0,79576.0,128455.0,69911.0,1.0242395247777378,1.0148649237156502
25015408B3,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015408B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015408B3.h5,149,2090,7520.0,118055.0,6496.0,55552.0,110535.0,49056.0,7520.0,122151.0,6496.0,56576.0,114631.0,50080.0,1.0370561360654995,1.0208741030658839
25015421B3,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015421B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015421B3.h5,302,4479,7600.0,133585.0,8496.0,66784.0,125985.0,58288.0,7600.0,137681.0,8496.0,69856.0,130081.0,61360.0,1.032511806961146,1.0527038155366457
25015422B,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015422B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015422B.h5,168,2324,7488.0,110758.0,6497.0,55889.0,103270.0,49392.0,7488.0,113830.0,6497.0,62033.0,106342.0,55536.0,1.0297472644524064,1.1243926141885325
25015425B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015425B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015425B2.h5,329,4334,7664.0,135011.0,6784.0,82676.0,127347.0,75892.0,7664.0,141605.0,6784.0,84724.0,133941.0,77940.0,1.0517797827981814,1.0269857165445633
25015471B,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015471B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015471B.h5,388,5827,13088.0,145745.0,2240.0,81329.0,132657.0,79089.0,13088.0,149841.0,2240.0,82353.0,136753.0,80113.0,1.0308766216633876,1.0129474389611703
25015488B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015488B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015488B2.h5,183,2604,10561.0,112330.0,6912.0,67936.0,101769.0,61024.0,10561.0,116426.0,6912.0,71008.0,105865.0,64096.0,1.0402480126561133,1.0503408495018354
25015495B3,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015495B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015495B3.h5,144,2146,7584.0,137926.0,6480.0,43633.0,130342.0,37153.0,7584.0,139974.0,6480.0,48897.0,132390.0,42417.0,1.0157125101655644,1.1416843861868489
25015495B4,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015495B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015495B4.h5,219,3259,7888.0,125124.0,6608.0,57824.0,117236.0,51216.0,7888.0,127172.0,6608.0,59872.0,119284.0,53264.0,1.0174690368146304,1.0399875039050297
25015496B,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015496B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015496B.h5,99,1195,7840.0,100161.0,10336.0,54419.0,92321.0,44083.0,7840.0,102209.0,6240.0,59252.0,94369.0,53012.0,1.0221834685499507,1.20254973572579
25015594B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015594B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015594B2.h5,162,2247,7760.0,126752.0,6849.0,58689.0,118992.0,51840.0,7760.0,126752.0,6849.0,60737.0,118992.0,53888.0,1.0,1.039506172839506
25015607B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015607B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015607B2.h5,185,2657,17520.0,127362.0,18114.0,73666.0,109842.0,55552.0,17520.0,130434.0,14993.0,75714.0,112914.0,60721.0,1.0279674441470477,1.0930479550691243
25015608B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015608B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015608B2.h5,206,2952,7632.0,114977.0,13585.0,72850.0,107345.0,59265.0,7632.0,117025.0,13585.0,75025.0,109393.0,61440.0,1.0190786715729656,1.0366995697291825
25015622B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015622B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015622B2.h5,289,3802,7808.0,143580.0,8528.0,71920.0,135772.0,63392.0,7808.0,153086.0,8528.0,78609.0,145278.0,70081.0,1.0700144359661785,1.1055180464411913
25015625B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015625B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015625B2.h5,199,2904,10832.0,116752.0,7760.0,76257.0,105920.0,68497.0,7888.0,119824.0,7760.0,78305.0,111936.0,70545.0,1.056797583081571,1.0298991196694747
25015640B3,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015640B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015640B3.h5,144,1971,8176.0,113840.0,7073.0,63411.0,105664.0,56338.0,8176.0,116912.0,7073.0,65459.0,108736.0,58386.0,1.0290732889158085,1.036352018176009
25015640B5,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015640B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015640B5.h5,126,1768,7728.0,98689.0,9408.0,54464.0,90961.0,45056.0,7728.0,101761.0,9408.0,61460.0,94033.0,52052.0,1.03377271577929,1.1552734375
25015784B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015784B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015784B2.h5,51,658,7777.0,81865.0,6688.0,39456.0,74088.0,32768.0,7777.0,83913.0,6688.0,40480.0,76136.0,33792.0,1.0276428031530072,1.03125
25015798B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015798B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015798B2.h5,36,432,10880.0,81409.0,8832.0,45120.0,70529.0,36288.0,10880.0,85505.0,8832.0,48192.0,74625.0,39360.0,1.0580754016078493,1.0846560846560847
25015811B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015811B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015811B3.h5,114,1417,21473.0,119992.0,13266.0,68138.0,98519.0,54872.0,21473.0,123496.0,14290.0,69162.0,102023.0,54872.0,1.0355667434708027,1.0
25015811B4,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015811B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015811B4.h5,278,3983,8080.0,120712.0,6624.0,77376.0,112632.0,70752.0,8080.0,124808.0,6624.0,80448.0,116728.0,73824.0,1.036366219191704,1.0434192672998643
25015820B,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015820B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015820B.h5,300,4362,8528.0,120729.0,2096.0,82976.0,112201.0,80880.0,8528.0,122777.0,2096.0,84000.0,114249.0,81904.0,1.018252956747266,1.0126607319485659
25015863B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015863B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015863B2.h5,363,5419,17153.0,152855.0,2912.0,82817.0,135702.0,79905.0,10864.0,167453.0,2912.0,85889.0,156589.0,82977.0,1.1539181441688406,1.0384456542143796
25015867B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015867B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015867B2.h5,173,2343,18096.0,137685.0,13409.0,76387.0,119589.0,62978.0,18048.0,139733.0,11793.0,81209.0,121685.0,69416.0,1.0175266955990936,1.1022261742195687
25015870B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25015870B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25015870B3.h5,180,2419,16960.0,156480.0,8977.0,76841.0,139520.0,67864.0,17984.0,157504.0,8977.0,78889.0,139520.0,69912.0,1.0,1.0301780030649534
25016027B,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016027B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016027B.h5,172,2444,7952.0,125425.0,16723.0,65875.0,117473.0,49152.0,7952.0,126449.0,16723.0,66979.0,118497.0,50256.0,1.0087168966485915,1.0224609375
25016031B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016031B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016031B2.h5,240,3474,8496.0,123623.0,7121.0,72210.0,115127.0,65089.0,8496.0,126695.0,7121.0,73234.0,118199.0,66113.0,1.0266835755296324,1.0157323049977722
25016077B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016077B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016077B2.h5,127,1776,7824.0,94744.0,6576.0,55920.0,86920.0,49344.0,7824.0,96792.0,6576.0,56944.0,88968.0,50368.0,1.0235618959963184,1.020752269779507
25016088B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016088B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016088B2.h5,228,3359,7568.0,131911.0,6368.0,55792.0,124343.0,49424.0,7568.0,136007.0,6368.0,57568.0,128439.0,51200.0,1.032941138624611,1.0359339592101005
25016772B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016772B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016772B2.h5,345,4967,8016.0,137704.0,5072.0,82896.0,129688.0,77824.0,8016.0,138728.0,6096.0,85552.0,130712.0,79456.0,1.0078958731725371,1.020970394736842
25016785B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016785B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016785B2.h5,420,6163,8320.0,143574.0,0.0,79584.0,135254.0,79584.0,8320.0,150764.0,0.0,80608.0,142444.0,80608.0,1.0531592411315007,1.0128669079211903
25016801B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016801B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016801B2.h5,370,5448,7680.0,137888.0,4144.0,82640.0,130208.0,78496.0,7680.0,138912.0,4144.0,83664.0,131232.0,79520.0,1.0078643401327108,1.0130452507134122
25016827B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016827B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016827B2.h5,277,3978,8304.0,125058.0,8017.0,75393.0,116754.0,67376.0,8304.0,140563.0,8017.0,78465.0,132259.0,70448.0,1.1328005892731727,1.0455948705770601
25016829B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016829B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016829B2.h5,201,2897,7456.0,117072.0,5888.0,64450.0,109616.0,58562.0,7456.0,117072.0,5888.0,68546.0,109616.0,62658.0,1.0,1.069942966428742
25016903B4,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016903B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016903B4.h5,274,3930,7696.0,112277.0,9280.0,73345.0,104581.0,64065.0,7696.0,113301.0,9280.0,75393.0,105605.0,66113.0,1.0097914535145007,1.031967532974323
25016905B4,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016905B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016905B4.h5,165,2378,9792.0,121827.0,10577.0,52177.0,112035.0,41600.0,9792.0,122851.0,10577.0,54225.0,113059.0,43648.0,1.0091400008925782,1.0492307692307692
25016915B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016915B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016915B2.h5,193,2497,7552.0,133411.0,19922.0,70839.0,125859.0,50917.0,7552.0,151958.0,8977.0,78361.0,144406.0,69384.0,1.1473633192699768,1.3626882966396292
25016926B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25016926B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25016926B2.h5,292,4024,61921.0,186658.0,8481.0,78018.0,124737.0,69537.0,61921.0,193699.0,8481.0,78018.0,131778.0,69537.0,1.0564467639914379,1.0
25017073B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017073B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017073B2.h5,148,2194,7680.0,125712.0,6512.0,39616.0,118032.0,33104.0,7680.0,128784.0,6512.0,40304.0,121104.0,33792.0,1.0260268401789345,1.0207829869502174
25017089B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017089B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017089B2.h5,308,4519,7632.0,131012.0,7280.0,78128.0,123380.0,70848.0,7632.0,133060.0,7280.0,79152.0,125428.0,71872.0,1.0165991246555357,1.014453477868112
25017211B2,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017211B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017211B2.h5,264,3869,7776.0,122080.0,5744.0,73698.0,114304.0,67954.0,7776.0,123104.0,5744.0,75376.0,115328.0,69632.0,1.0089585666293392,1.0246931747947141
25017218B3,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017218B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017218B3.h5,157,1970,7968.0,113155.0,6529.0,63873.0,105187.0,57344.0,7968.0,116227.0,6529.0,65921.0,108259.0,59392.0,1.029205129911491,1.0357142857142858
25017220B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017220B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017220B2.h5,259,3397,7536.0,126227.0,2224.0,81408.0,118691.0,79184.0,7536.0,145989.0,2224.0,85145.0,138453.0,82921.0,1.1664995661002098,1.0471938775510203
25017227B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017227B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017227B2.h5,314,4567,7552.0,121319.0,7120.0,69216.0,113767.0,62096.0,7552.0,124391.0,6608.0,70608.0,116839.0,64000.0,1.0270025578594848,1.030662200463798
25017242B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017242B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017242B2.h5,279,4033,7904.0,127426.0,7728.0,69841.0,119522.0,62113.0,7904.0,131522.0,7728.0,71889.0,123618.0,64161.0,1.0342698415354494,1.0329721636372418
25017320B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017320B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017320B2.h5,283,4129,7808.0,119092.0,6448.0,65952.0,111284.0,59504.0,7808.0,134424.0,6448.0,76592.0,126616.0,70144.0,1.1377736242406815,1.1788115084700188
25017322B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017322B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017322B2.h5,333,4954,10000.0,136146.0,5488.0,75313.0,126146.0,69825.0,10000.0,154132.0,5488.0,79409.0,144132.0,73921.0,1.142580819050941,1.0586609380594343
25017338B3,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017338B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017338B3.h5,309,4511,7536.0,126145.0,4352.0,82321.0,118609.0,77969.0,7536.0,129217.0,4352.0,83946.0,121681.0,79594.0,1.0259002267956057,1.0208416165399068
25017341B3,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017341B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017341B3.h5,119,1641,7632.0,94724.0,11826.0,58563.0,87092.0,46737.0,7632.0,97796.0,11826.0,61635.0,90164.0,49809.0,1.0352730445965186,1.0657295076705822
25017341B4,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017341B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017341B4.h5,108,1485,7616.0,97042.0,6401.0,44977.0,89426.0,38576.0,7616.0,100114.0,6401.0,46001.0,92498.0,39600.0,1.034352425469103,1.0265450020738283
25017342B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017342B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017342B2.h5,133,1906,7568.0,88388.0,9617.0,57713.0,80820.0,48096.0,7568.0,93508.0,6656.0,59761.0,85940.0,53105.0,1.0633506557782728,1.104145874916833
25017354B5,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017354B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017354B5.h5,119,1549,7680.0,96321.0,6624.0,54640.0,88641.0,48016.0,7680.0,98369.0,6624.0,58736.0,90689.0,52112.0,1.0231044324860956,1.085304898367211
25017355B1,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017355B1.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017355B1.h5,321,4467,7856.0,127811.0,1136.0,83616.0,119955.0,82480.0,7856.0,130883.0,1136.0,86688.0,123027.0,85552.0,1.0256096036013505,1.0372453928225025
25017355B4,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017355B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017355B4.h5,142,1808,7728.0,117271.0,12017.0,59106.0,109543.0,47089.0,7728.0,142346.0,128.0,67496.0,134618.0,67368.0,1.2289055439416485,1.430652594024082
25017372B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017372B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017372B2.h5,152,1867,11472.0,120673.0,8528.0,69136.0,109201.0,60608.0,7888.0,123745.0,8528.0,73232.0,115857.0,64704.0,1.0609518227855057,1.0675818373812038
25017383B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017383B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017383B2.h5,174,2570,7632.0,112579.0,10002.0,55202.0,104947.0,45200.0,7632.0,115651.0,10002.0,60322.0,108019.0,50320.0,1.0292719182063328,1.1132743362831858
25017499B,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017499B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017499B.h5,42,597,7552.0,88436.0,9059.0,27733.0,80884.0,18674.0,7552.0,90484.0,9059.0,31829.0,82932.0,22770.0,1.0253202116611444,1.2193424011995289
25017500B,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017500B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017500B.h5,36,489,7920.0,98240.0,7569.0,27649.0,90320.0,20080.0,7920.0,99264.0,7569.0,31745.0,91344.0,24176.0,1.0113374667847652,1.2039840637450199
25017515B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017515B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017515B2.h5,412,6028,8080.0,164938.0,1872.0,79696.0,156858.0,77824.0,8080.0,169034.0,1872.0,83792.0,160954.0,81920.0,1.026112789911895,1.0526315789473684
25017518B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017518B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017518B2.h5,328,4794,7584.0,167350.0,17569.0,70817.0,159766.0,53248.0,7584.0,168651.0,6928.0,76149.0,161067.0,69221.0,1.0081431593705794,1.2999737079326923
25017538B4,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017538B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017538B4.h5,226,3081,7728.0,128278.0,12162.0,74731.0,120550.0,62569.0,7728.0,130053.0,12162.0,75755.0,122325.0,63593.0,1.0147241808378267,1.0163659320110598
25017539B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017539B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017539B2.h5,275,4009,14800.0,158084.0,11792.0,68513.0,143284.0,56721.0,7536.0,159108.0,7696.0,70561.0,151572.0,62865.0,1.057843164624103,1.1083196699635056
25017539B3,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017539B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017539B3.h5,333,4823,48803.0,185224.0,20002.0,78018.0,136421.0,58016.0,48803.0,188296.0,20002.0,83138.0,139493.0,63136.0,1.0225185272062218,1.0882515168229454
25017589B6,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017589B6.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017589B6.h5,153,2176,7600.0,96134.0,6192.0,75584.0,88534.0,69392.0,7600.0,100230.0,6192.0,78656.0,92630.0,72464.0,1.0462647118621096,1.044270232879871
25017592B3,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017592B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017592B3.h5,97,1178,7856.0,89426.0,6561.0,56984.0,81570.0,50423.0,7856.0,91474.0,6561.0,61080.0,83618.0,54519.0,1.0251072698295942,1.0812327707593756
25017711B,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017711B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017711B.h5,384,5679,7696.0,132167.0,0.0,81232.0,124471.0,81232.0,7696.0,137052.0,0.0,83280.0,129356.0,83280.0,1.0392460894505549,1.0252117392160724
25017716B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017716B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017716B2.h5,218,3169,7520.0,114117.0,6544.0,67984.0,106597.0,61440.0,7520.0,117189.0,6544.0,70032.0,109669.0,63488.0,1.0288188222933103,1.0333333333333334
25017718B2,3,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017718B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017718B2.h5,214,3188,72145.0,188723.0,11809.0,69153.0,116578.0,57344.0,72145.0,191123.0,11809.0,70177.0,118978.0,58368.0,1.0205870747482373,1.0178571428571428
25017730B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017730B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017730B2.h5,153,2270,7632.0,129296.0,12097.0,70306.0,121664.0,58209.0,7632.0,131664.0,12097.0,72354.0,124032.0,60257.0,1.0194634402945817,1.0351835626793107
25017738B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017738B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017738B2.h5,334,4902,47440.0,174769.0,6736.0,76368.0,127329.0,69632.0,47440.0,176817.0,6736.0,77536.0,129377.0,70800.0,1.0160843170055525,1.0167738970588236
25017739B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017739B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017739B2.h5,281,4162,8208.0,114439.0,1152.0,75696.0,106231.0,74544.0,8208.0,117511.0,1152.0,77744.0,109303.0,76592.0,1.0289181124153965,1.0274737068040352
25017748B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017748B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017748B2.h5,192,2671,7792.0,130691.0,10577.0,65169.0,122899.0,54592.0,7792.0,132739.0,10577.0,66193.0,124947.0,55616.0,1.0166640900251427,1.018757327080891
25017767B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017767B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017767B2.h5,210,2984,7568.0,111572.0,6465.0,68049.0,104004.0,61584.0,7568.0,115671.0,6465.0,71121.0,108103.0,64656.0,1.0394119456943964,1.0498830865159783
25017923B,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017923B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017923B.h5,119,1532,9072.0,108632.0,8112.0,45137.0,99560.0,37025.0,9072.0,111704.0,8112.0,54837.0,102632.0,46725.0,1.0308557653676176,1.2619851451721809
25017930B,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017930B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017930B.h5,115,1492,7664.0,116833.0,35476.0,80873.0,109169.0,45397.0,7664.0,120337.0,35476.0,81897.0,112673.0,46421.0,1.0320970238804057,1.0225565566006565
25017932B2,2,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017932B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017932B2.h5,93,1261,7856.0,103925.0,13792.0,51056.0,96069.0,37264.0,7856.0,105973.0,13792.0,52080.0,98117.0,38288.0,1.0213180110129179,1.0274796049806785
25017948B3,0,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25017948B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25017948B3.h5,288,4183,7712.0,123496.0,4592.0,78400.0,115784.0,73808.0,7712.0,124520.0,4592.0,81472.0,116808.0,76880.0,1.0088440544462103,1.0416215044439627
25018002B2,1,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25018002B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25018002B2.h5,249,3688,7776.0,125170.0,6368.0,70288.0,117394.0,63920.0,7776.0,125170.0,6368.0,74384.0,117394.0,68016.0,1.0,1.0640801001251565
25018050B2,4,1,ok,/xiangmu/data/VILMIL/features_biomedclip_5x/25018050B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/25018050B2.h5,195,2805,11249.0,115112.0,8561.0,70001.0,103863.0,61440.0,11249.0,117160.0,8561.0,72049.0,105911.0,63488.0,1.0197182827378373,1.0333333333333334
